customer_id,purchase_year,purchase_month,age,gender,annual_income,purchase_date,purchase_amount,next_month_purchase_amount,gender_Female,gender_Male
8,2023,7,60.0,Female,88620.0,2023-07-19 19:16:58+03:00,843.31,340.32,True,False
8,2024,2,60.0,Female,88620.0,2024-02-09 19:16:58+03:00,340.32,1128.13,True,False
9,2023,9,37.0,Female,109408.0,2023-09-22 19:16:58+03:00,989.88,365.59,True,False
10,2023,5,53.0,Female,86478.0,2023-05-25 19:16:58+03:00,827.85,97.47,True,False
10,2023,11,53.0,Female,86478.0,2023-11-02 19:16:58+03:00,97.47,1107.99,True,False
11,2023,10,39.0,Female,122769.0,2023-10-04 19:16:58+03:00,1237.47,147.16,True,False
12,2023,5,36.0,Female,111451.0,2023-05-29 19:16:58+03:00,250.67,1085.06,True,False
12,2023,6,36.0,Female,111451.0,2023-06-08 19:16:58+03:00,1085.06,1384.18,True,False
12,2023,8,36.0,Female,111451.0,2023-08-03 19:16:58+03:00,1384.18,740.58,True,False
12,2023,12,36.0,Female,111451.0,2023-12-04 19:16:58+03:00,740.58,677.88,True,False
12,2024,3,36.0,Female,111451.0,2024-03-31 19:16:58+03:00,677.88,265.16,True,False
14,2023,12,53.0,Male,32594.0,2023-12-13 19:16:58+03:00,1346.29,1454.01,False,True
14,2024,1,53.0,Male,32594.0,2024-01-13 19:16:58+03:00,1454.01,329.76,False,True
15,2023,5,20.0,Female,121746.0,2023-05-30 19:16:58+03:00,1343.25,755.28,True,False
15,2023,7,20.0,Female,121746.0,2023-07-14 19:16:58+03:00,755.28,1068.87,True,False
16,2023,6,25.0,Female,110447.0,2023-06-01 19:16:58+03:00,242.39,618.96,True,False
16,2023,8,25.0,Female,110447.0,2023-08-30 19:16:58+03:00,618.96,1115.79,True,False
16,2023,9,25.0,Female,110447.0,2023-09-03 19:16:58+03:00,1115.79,1676.85,True,False
16,2023,10,25.0,Female,110447.0,2023-10-06 19:16:58+03:00,1676.85,867.69,True,False
17,2023,7,23.0,Female,91234.0,2023-07-04 19:16:58+03:00,996.73,1170.85,True,False
17,2023,8,23.0,Female,91234.0,2023-08-18 19:16:58+03:00,1170.85,1033.63,True,False
17,2023,9,23.0,Female,91234.0,2023-09-27 19:16:58+03:00,1033.63,297.32,True,False
17,2023,11,23.0,Female,91234.0,2023-11-13 19:16:58+03:00,297.32,1647.7,True,False
17,2023,12,23.0,Female,91234.0,2023-12-30 19:16:58+03:00,1647.7,121.63,True,False
18,2023,8,27.0,Female,113575.0,2023-08-09 19:16:58+03:00,780.49,178.41,True,False
18,2023,11,27.0,Female,113575.0,2023-11-12 19:16:58+03:00,178.41,150.14,True,False
19,2023,7,21.0,Female,68705.0,2023-07-30 19:16:58+03:00,583.66,990.03,True,False
19,2023,12,21.0,Female,68705.0,2023-12-17 19:16:58+03:00,990.03,915.49,True,False
19,2024,3,21.0,Female,68705.0,2024-03-27 19:16:58+03:00,915.49,7.67,True,False
20,2023,7,33.0,Male,76401.0,2023-07-04 19:16:58+03:00,464.0,985.4,False,True
21,2023,6,31.0,Male,104607.0,2023-06-01 19:16:58+03:00,81.12,1231.53,False,True
21,2023,7,31.0,Male,104607.0,2023-07-09 19:16:58+03:00,1231.53,343.89,False,True
21,2023,9,31.0,Male,104607.0,2023-09-11 19:16:58+03:00,343.89,1098.82,False,True
21,2024,1,31.0,Male,104607.0,2024-01-17 19:16:58+03:00,1098.82,1600.25,False,True
21,2024,3,31.0,Male,104607.0,2024-03-02 19:16:58+03:00,1600.25,260.33,False,True
22,2023,12,29.0,Male,71216.0,2023-12-14 19:16:58+03:00,500.45,1014.96,False,True
22,2024,1,29.0,Male,71216.0,2024-01-23 19:16:58+03:00,1014.96,767.78,False,True
24,2023,5,33.0,Female,125093.0,2023-05-27 19:16:58+03:00,1212.78,882.27,True,False
24,2023,9,33.0,Female,125093.0,2023-09-25 19:16:58+03:00,882.27,252.36,True,False
24,2023,11,33.0,Female,125093.0,2023-11-11 19:16:58+03:00,252.36,509.89,True,False
24,2024,1,33.0,Female,125093.0,2024-01-27 19:16:58+03:00,509.89,883.49,True,False
24,2024,3,33.0,Female,125093.0,2024-03-03 19:16:58+03:00,883.49,256.92,True,False
25,2023,8,51.0,Female,92137.0,2023-08-16 19:16:58+03:00,944.99,276.08,True,False
27,2023,9,37.0,Female,126235.0,2023-09-16 19:16:58+03:00,1637.19,245.95999999999998,True,False
27,2023,11,37.0,Female,126235.0,2023-11-07 19:16:58+03:00,245.95999999999998,492.95,True,False
27,2024,2,37.0,Female,126235.0,2024-02-18 19:16:58+03:00,492.95,655.74,True,False
28,2023,6,32.0,Female,106797.0,2023-06-07 19:16:58+03:00,746.08,869.71,True,False
29,2023,7,43.0,Female,112259.0,2023-07-26 19:16:58+03:00,284.28,1170.01,True,False
29,2023,8,43.0,Female,112259.0,2023-08-21 19:16:58+03:00,1170.01,390.33,True,False
30,2023,10,18.0,Male,75824.0,2023-10-06 19:16:58+03:00,331.19,912.07,False,True
30,2023,11,18.0,Male,75824.0,2023-11-06 19:16:58+03:00,912.07,482.59,False,True
30,2024,4,18.0,Male,75824.0,2024-04-18 19:16:58+03:00,482.59,777.29,False,True
31,2023,6,35.0,Female,83818.0,2023-06-25 19:16:58+03:00,123.02,778.87,True,False
31,2023,7,35.0,Female,83818.0,2023-07-12 19:16:58+03:00,778.87,152.44,True,False
31,2023,8,35.0,Female,83818.0,2023-08-06 19:16:58+03:00,152.44,686.74,True,False
31,2023,11,35.0,Female,83818.0,2023-11-04 19:16:58+03:00,686.74,78.45,True,False
31,2023,12,35.0,Female,83818.0,2023-12-24 19:16:58+03:00,78.45,989.21,True,False
31,2024,1,35.0,Female,83818.0,2024-01-27 19:16:58+03:00,989.21,940.92,True,False
32,2023,10,38.0,Male,126028.0,2023-10-19 19:16:58+03:00,569.29,1318.92,False,True
33,2023,7,20.0,Female,42283.0,2023-07-22 19:16:58+03:00,84.14,555.45,True,False
33,2023,8,20.0,Female,42283.0,2023-08-02 19:16:58+03:00,555.45,530.33,True,False
33,2023,10,20.0,Female,42283.0,2023-10-15 19:16:58+03:00,530.33,303.31,True,False
34,2023,12,25.0,Female,70145.0,2023-12-18 19:16:58+03:00,859.29,144.53,True,False
34,2024,1,25.0,Female,70145.0,2024-01-31 19:16:58+03:00,144.53,310.83,True,False
35,2023,6,28.0,Female,103442.0,2023-06-14 19:16:58+03:00,1072.83,1776.3400000000001,True,False
35,2023,7,28.0,Female,103442.0,2023-07-13 19:16:58+03:00,1776.3400000000001,1683.1000000000001,True,False
35,2023,8,28.0,Female,103442.0,2023-08-25 19:16:58+03:00,1683.1000000000001,1036.63,True,False
35,2023,12,28.0,Female,103442.0,2023-12-20 19:16:58+03:00,1036.63,73.88,True,False
36,2023,7,27.0,Female,79416.0,2023-07-08 19:16:58+03:00,840.47,1043.55,True,False
36,2023,9,27.0,Female,79416.0,2023-09-13 19:16:58+03:00,1043.55,597.07,True,False
36,2023,12,27.0,Female,79416.0,2023-12-06 19:16:58+03:00,597.07,560.1,True,False
37,2023,9,22.0,Male,86243.0,2023-09-26 19:16:58+03:00,1680.85,1033.65,False,True
37,2023,11,22.0,Male,86243.0,2023-11-22 19:16:58+03:00,1033.65,545.09,False,True
37,2024,1,22.0,Male,86243.0,2024-01-31 19:16:58+03:00,545.09,95.98,False,True
37,2024,2,22.0,Male,86243.0,2024-02-29 19:16:58+03:00,95.98,206.87,False,True
37,2024,3,22.0,Male,86243.0,2024-03-16 19:16:58+03:00,206.87,1048.8799999999999,False,True
40,2023,6,54.0,Male,125039.0,2023-06-16 19:16:58+03:00,462.63,1215.41,False,True
40,2023,10,54.0,Male,125039.0,2023-10-12 19:16:58+03:00,1215.41,935.91,False,True
40,2023,11,54.0,Male,125039.0,2023-11-02 19:16:58+03:00,935.91,914.19,False,True
41,2023,6,21.0,Female,65791.0,2023-06-26 19:16:58+03:00,333.18,945.51,True,False
41,2023,8,21.0,Female,65791.0,2023-08-27 19:16:58+03:00,945.51,216.4,True,False
41,2023,12,21.0,Female,65791.0,2023-12-07 19:16:58+03:00,216.4,161.07,True,False
41,2024,2,21.0,Female,65791.0,2024-02-15 19:16:58+03:00,161.07,276.44,True,False
42,2024,2,36.0,Female,116509.0,2024-02-13 19:16:58+03:00,794.08,724.25,True,False
45,2023,7,48.0,Male,117824.0,2023-07-29 19:16:58+03:00,262.22,717.72,False,True
45,2023,11,48.0,Male,117824.0,2023-11-11 19:16:58+03:00,717.72,494.59,False,True
47,2023,8,28.0,Female,99032.0,2023-08-12 19:16:58+03:00,120.26,106.15,True,False
47,2023,10,28.0,Female,99032.0,2023-10-26 19:16:58+03:00,106.15,1132.43,True,False
47,2023,12,28.0,Female,99032.0,2023-12-09 19:16:58+03:00,1132.43,239.79,True,False
47,2024,1,28.0,Female,99032.0,2024-01-16 19:16:58+03:00,239.79,2066.7799999999997,True,False
50,2023,12,20.0,Female,127834.0,2023-12-05 19:16:58+03:00,1091.63,843.66,True,False
51,2023,6,29.0,Female,39490.0,2023-06-14 19:16:58+03:00,175.57,39.42,True,False
51,2023,7,29.0,Female,39490.0,2023-07-25 19:16:58+03:00,39.42,266.42,True,False
51,2023,8,29.0,Female,39490.0,2023-08-22 19:16:58+03:00,266.42,217.59,True,False
51,2024,2,29.0,Female,39490.0,2024-02-17 19:16:58+03:00,217.59,972.55,True,False
52,2023,8,26.0,Female,63634.0,2023-08-05 19:16:58+03:00,685.83,28.84,True,False
52,2023,12,26.0,Female,63634.0,2023-12-03 19:16:58+03:00,28.84,205.33,True,False
53,2023,6,28.0,Male,93679.0,2023-06-30 19:16:58+03:00,268.97,499.71,False,True
53,2023,8,28.0,Male,93679.0,2023-08-02 19:16:58+03:00,499.71,701.24,False,True
53,2023,9,28.0,Male,93679.0,2023-09-26 19:16:58+03:00,701.24,730.67,False,True
53,2023,11,28.0,Male,93679.0,2023-11-06 19:16:58+03:00,730.67,1104.08,False,True
53,2023,12,28.0,Male,93679.0,2023-12-08 19:16:58+03:00,1104.08,853.55,False,True
53,2024,1,28.0,Male,93679.0,2024-01-01 19:16:58+03:00,853.55,877.03,False,True
53,2024,3,28.0,Male,93679.0,2024-03-13 19:16:58+03:00,877.03,584.91,False,True
54,2023,5,30.0,Male,105576.0,2023-05-25 19:16:58+03:00,1137.66,164.91,False,True
54,2023,7,30.0,Male,105576.0,2023-07-19 19:16:58+03:00,164.91,968.95,False,True
54,2024,2,30.0,Male,105576.0,2024-02-03 19:16:58+03:00,968.95,631.13,False,True
55,2023,10,44.0,Female,124185.0,2023-10-11 19:16:58+03:00,871.25,1036.75,True,False
55,2023,11,44.0,Female,124185.0,2023-11-25 19:16:58+03:00,1036.75,1156.05,True,False
56,2023,6,36.0,Male,72521.0,2023-06-14 19:16:58+03:00,415.72,517.61,False,True
56,2023,9,36.0,Male,72521.0,2023-09-28 19:16:58+03:00,517.61,1252.75,False,True
57,2023,9,32.0,Male,100664.0,2023-09-10 19:16:58+03:00,1119.68,934.9200000000001,False,True
57,2023,10,32.0,Male,100664.0,2023-10-29 19:16:58+03:00,934.9200000000001,781.56,False,True
57,2024,2,32.0,Male,100664.0,2024-02-20 19:16:58+03:00,781.56,984.21,False,True
57,2024,3,32.0,Male,100664.0,2024-03-29 19:16:58+03:00,984.21,769.12,False,True
58,2023,7,19.0,Female,49712.0,2023-07-30 19:16:58+03:00,1554.73,48.66,True,False
58,2023,8,19.0,Female,49712.0,2023-08-01 19:16:58+03:00,48.66,802.22,True,False
58,2023,12,19.0,Female,49712.0,2023-12-10 19:16:58+03:00,802.22,89.65,True,False
59,2023,7,28.0,Female,40646.0,2023-07-29 19:16:58+03:00,825.64,359.47,True,False
59,2023,9,28.0,Female,40646.0,2023-09-21 19:16:58+03:00,359.47,1196.08,True,False
61,2023,6,37.0,Female,121695.0,2023-06-03 19:16:58+03:00,514.46,627.8,True,False
62,2023,7,35.0,Female,95624.0,2023-07-17 19:16:58+03:00,139.52,520.18,True,False
63,2023,7,66.0,Female,127963.0,2023-07-09 19:16:58+03:00,594.67,2569.43,True,False
63,2023,8,66.0,Female,127963.0,2023-08-06 19:16:58+03:00,2569.43,734.3,True,False
63,2024,1,66.0,Female,127963.0,2024-01-19 19:16:58+03:00,734.3,616.71,True,False
63,2024,2,66.0,Female,127963.0,2024-02-25 19:16:58+03:00,616.71,682.2099999999999,True,False
64,2023,5,21.0,Female,101435.0,2023-05-25 19:16:58+03:00,1099.97,1140.75,True,False
64,2023,6,21.0,Female,101435.0,2023-06-29 19:16:58+03:00,1140.75,918.89,True,False
64,2023,12,21.0,Female,101435.0,2023-12-21 19:16:58+03:00,918.89,900.85,True,False
65,2023,7,34.0,Male,99339.0,2023-07-08 19:16:58+03:00,224.33,514.95,False,True
65,2023,9,34.0,Male,99339.0,2023-09-13 19:16:58+03:00,514.95,375.18,False,True
65,2023,10,34.0,Male,99339.0,2023-10-23 19:16:58+03:00,375.18,1035.12,False,True
65,2023,11,34.0,Male,99339.0,2023-11-13 19:16:58+03:00,1035.12,941.29,False,True
65,2024,1,34.0,Male,99339.0,2024-01-03 19:16:58+03:00,941.29,856.97,False,True
66,2023,9,38.0,Female,83444.0,2023-09-12 19:16:58+03:00,116.13,840.73,True,False
66,2023,10,38.0,Female,83444.0,2023-10-08 19:16:58+03:00,840.73,673.09,True,False
66,2024,1,38.0,Female,83444.0,2024-01-07 19:16:58+03:00,673.09,1431.85,True,False
66,2024,4,38.0,Female,83444.0,2024-04-09 19:16:58+03:00,1431.85,435.7,True,False
67,2023,6,41.0,Female,115979.0,2023-06-21 19:16:58+03:00,1392.52,592.11,True,False
67,2023,7,41.0,Female,115979.0,2023-07-23 19:16:58+03:00,592.11,649.49,True,False
67,2023,9,41.0,Female,115979.0,2023-09-09 19:16:58+03:00,649.49,798.3299999999999,True,False
67,2023,11,41.0,Female,115979.0,2023-11-10 19:16:58+03:00,798.3299999999999,875.89,True,False
67,2023,12,41.0,Female,115979.0,2023-12-14 19:16:58+03:00,875.89,126.11,True,False
67,2024,2,41.0,Female,115979.0,2024-02-09 19:16:58+03:00,126.11,1459.04,True,False
67,2024,3,41.0,Female,115979.0,2024-03-01 19:16:58+03:00,1459.04,21.36,True,False
68,2023,11,35.0,Male,77582.0,2023-11-10 19:16:58+03:00,1082.22,699.09,False,True
68,2023,12,35.0,Male,77582.0,2023-12-21 19:16:58+03:00,699.09,449.04,False,True
68,2024,1,35.0,Male,77582.0,2024-01-05 19:16:58+03:00,449.04,908.65,False,True
68,2024,2,35.0,Male,77582.0,2024-02-23 19:16:58+03:00,908.65,400.19,False,True
68,2024,3,35.0,Male,77582.0,2024-03-03 19:16:58+03:00,400.19,1780.7800000000002,False,True
69,2023,6,36.0,Female,108669.0,2023-06-21 19:16:58+03:00,503.73,586.32,True,False
69,2023,7,36.0,Female,108669.0,2023-07-07 19:16:58+03:00,586.32,850.15,True,False
70,2023,7,54.0,Male,101952.0,2023-07-24 19:16:58+03:00,496.45,774.43,False,True
70,2023,8,54.0,Male,101952.0,2023-08-09 19:16:58+03:00,774.43,853.1,False,True
70,2023,9,54.0,Male,101952.0,2023-09-06 19:16:58+03:00,853.1,671.1700000000001,False,True
70,2023,10,54.0,Male,101952.0,2023-10-31 19:16:58+03:00,671.1700000000001,800.03,False,True
70,2023,11,54.0,Male,101952.0,2023-11-12 19:16:58+03:00,800.03,759.04,False,True
70,2023,12,54.0,Male,101952.0,2023-12-14 19:16:58+03:00,759.04,1006.25,False,True
72,2023,7,69.0,Male,127559.0,2023-07-28 19:16:58+03:00,484.13,461.42,False,True
72,2023,9,69.0,Male,127559.0,2023-09-30 19:16:58+03:00,461.42,83.19999999999999,False,True
74,2023,7,61.0,Female,80461.0,2023-07-23 19:16:58+03:00,1046.61,663.27,True,False
74,2024,2,61.0,Female,80461.0,2024-02-25 19:16:58+03:00,663.27,1119.39,True,False
74,2024,3,61.0,Female,80461.0,2024-03-08 19:16:58+03:00,1119.39,275.9,True,False
75,2023,8,40.0,Female,121120.0,2023-08-29 19:16:58+03:00,821.22,1739.52,True,False
75,2023,12,40.0,Female,121120.0,2023-12-17 19:16:58+03:00,1739.52,688.53,True,False
76,2023,9,37.0,Female,119456.0,2023-09-24 19:16:58+03:00,794.14,2017.3700000000001,True,False
76,2023,12,37.0,Female,119456.0,2023-12-27 19:16:58+03:00,2017.3700000000001,580.59,True,False
77,2023,6,74.0,Female,121510.0,2023-06-27 19:16:58+03:00,1009.92,411.19,True,False
77,2023,8,74.0,Female,121510.0,2023-08-15 19:16:58+03:00,411.19,1617.59,True,False
77,2023,9,74.0,Female,121510.0,2023-09-12 19:16:58+03:00,1617.59,98.79,True,False
77,2023,10,74.0,Female,121510.0,2023-10-06 19:16:58+03:00,98.79,2009.53,True,False
77,2023,12,74.0,Female,121510.0,2023-12-26 19:16:58+03:00,2009.53,1239.02,True,False
77,2024,2,74.0,Female,121510.0,2024-02-25 19:16:58+03:00,1239.02,249.49,True,False
78,2023,5,72.0,Female,116683.0,2023-05-25 19:16:58+03:00,890.51,352.7,True,False
78,2023,12,72.0,Female,116683.0,2023-12-22 19:16:58+03:00,352.7,136.96,True,False
78,2024,3,72.0,Female,116683.0,2024-03-27 19:16:58+03:00,136.96,689.76,True,False
78,2024,4,72.0,Female,116683.0,2024-04-29 19:16:58+03:00,689.76,684.51,True,False
80,2023,6,29.0,Female,88440.0,2023-06-17 19:16:58+03:00,77.7,352.77,True,False
80,2023,9,29.0,Female,88440.0,2023-09-21 19:16:58+03:00,352.77,746.16,True,False
80,2023,11,29.0,Female,88440.0,2023-11-15 19:16:58+03:00,746.16,332.1,True,False
80,2024,1,29.0,Female,88440.0,2024-01-24 19:16:58+03:00,332.1,588.43,True,False
81,2023,6,73.0,Female,82103.0,2023-06-14 19:16:58+03:00,1171.74,388.90999999999997,True,False
81,2023,8,73.0,Female,82103.0,2023-08-27 19:16:58+03:00,388.90999999999997,403.05,True,False
81,2023,9,73.0,Female,82103.0,2023-09-07 19:16:58+03:00,403.05,681.64,True,False
81,2023,10,73.0,Female,82103.0,2023-10-28 19:16:58+03:00,681.64,827.29,True,False
81,2024,1,73.0,Female,82103.0,2024-01-10 19:16:58+03:00,827.29,540.8800000000001,True,False
81,2024,3,73.0,Female,82103.0,2024-03-23 19:16:58+03:00,540.8800000000001,439.44,True,False
81,2024,4,73.0,Female,82103.0,2024-04-25 19:16:58+03:00,439.44,983.72,True,False
83,2023,9,21.0,Male,39748.0,2023-09-13 19:16:58+03:00,463.34,232.38,False,True
83,2023,10,21.0,Male,39748.0,2023-10-01 19:16:58+03:00,232.38,756.1,False,True
85,2023,6,29.0,Female,111114.0,2023-06-01 19:16:58+03:00,2236.16,779.54,True,False
85,2023,7,29.0,Female,111114.0,2023-07-03 19:16:58+03:00,779.54,1785.39,True,False
85,2023,8,29.0,Female,111114.0,2023-08-11 19:16:58+03:00,1785.39,988.97,True,False
85,2023,9,29.0,Female,111114.0,2023-09-09 19:16:58+03:00,988.97,2764.18,True,False
86,2023,12,39.0,Male,117820.0,2023-12-29 19:16:58+03:00,952.02,265.8,False,True
86,2024,1,39.0,Male,117820.0,2024-01-04 19:16:58+03:00,265.8,1182.54,False,True
86,2024,3,39.0,Male,117820.0,2024-03-29 19:16:58+03:00,1182.54,29.68,False,True
88,2023,10,26.0,Female,83284.0,2023-10-21 19:16:58+03:00,412.43,291.48,True,False
88,2023,11,26.0,Female,83284.0,2023-11-28 19:16:58+03:00,291.48,1936.75,True,False
88,2023,12,26.0,Female,83284.0,2023-12-17 19:16:58+03:00,1936.75,757.28,True,False
88,2024,1,26.0,Female,83284.0,2024-01-28 19:16:58+03:00,757.28,826.55,True,False
88,2024,2,26.0,Female,83284.0,2024-02-19 19:16:58+03:00,826.55,307.99,True,False
89,2023,7,21.0,Female,98031.0,2023-07-07 19:16:58+03:00,1379.7400000000002,381.08,True,False
89,2023,9,21.0,Female,98031.0,2023-09-09 19:16:58+03:00,381.08,897.8,True,False
89,2023,10,21.0,Female,98031.0,2023-10-10 19:16:58+03:00,897.8,935.48,True,False
90,2023,8,23.0,Female,43926.0,2023-08-06 19:16:58+03:00,651.85,489.04,True,False
90,2023,9,23.0,Female,43926.0,2023-09-11 19:16:58+03:00,489.04,1474.33,True,False
90,2023,11,23.0,Female,43926.0,2023-11-01 19:16:58+03:00,1474.33,282.11,True,False
90,2023,12,23.0,Female,43926.0,2023-12-11 19:16:58+03:00,282.11,388.03,True,False
90,2024,1,23.0,Female,43926.0,2024-01-03 19:16:58+03:00,388.03,260.72,True,False
92,2023,8,36.0,Female,119384.0,2023-08-17 19:16:58+03:00,1991.29,986.35,True,False
92,2023,10,36.0,Female,119384.0,2023-10-19 19:16:58+03:00,986.35,60.72,True,False
92,2023,12,36.0,Female,119384.0,2023-12-29 19:16:58+03:00,60.72,1147.54,True,False
92,2024,2,36.0,Female,119384.0,2024-02-09 19:16:58+03:00,1147.54,1541.79,True,False
94,2023,6,28.0,Male,67378.0,2023-06-17 19:16:58+03:00,96.15,508.17,False,True
94,2023,10,28.0,Male,67378.0,2023-10-08 19:16:58+03:00,508.17,433.36,False,True
94,2024,2,28.0,Male,67378.0,2024-02-03 19:16:58+03:00,433.36,985.5,False,True
95,2023,6,24.0,Female,44166.0,2023-06-23 19:16:58+03:00,354.73,874.75,True,False
96,2023,8,21.0,Female,94983.0,2023-08-04 19:16:58+03:00,89.49,304.07,True,False
96,2023,10,21.0,Female,94983.0,2023-10-27 19:16:58+03:00,304.07,286.82,True,False
97,2023,6,52.0,Female,70321.0,2023-06-29 19:16:58+03:00,861.19,645.37,True,False
97,2023,11,52.0,Female,70321.0,2023-11-05 19:16:58+03:00,645.37,706.13,True,False
98,2023,11,18.0,Female,50873.0,2023-11-22 19:16:58+03:00,412.14,128.93,True,False
98,2024,1,18.0,Female,50873.0,2024-01-28 19:16:58+03:00,128.93,559.84,True,False
99,2023,5,25.0,Male,68441.0,2023-05-24 19:16:58+03:00,278.85,930.49,False,True
99,2023,8,25.0,Male,68441.0,2023-08-01 19:16:58+03:00,930.49,643.2,False,True
99,2023,10,25.0,Male,68441.0,2023-10-09 19:16:58+03:00,643.2,933.0,False,True
100,2023,9,34.0,Female,87554.0,2023-09-26 19:16:58+03:00,1450.46,947.92,True,False
100,2023,11,34.0,Female,87554.0,2023-11-12 19:16:58+03:00,947.92,1119.95,True,False
100,2024,1,34.0,Female,87554.0,2024-01-30 19:16:58+03:00,1119.95,792.03,True,False
101,2023,6,36.0,Female,112388.0,2023-06-01 19:16:58+03:00,1331.77,181.78,True,False
101,2023,8,36.0,Female,112388.0,2023-08-20 19:16:58+03:00,181.78,46.77,True,False
101,2023,9,36.0,Female,112388.0,2023-09-11 19:16:58+03:00,46.77,2313.96,True,False
101,2023,10,36.0,Female,112388.0,2023-10-12 19:16:58+03:00,2313.96,224.23,True,False
101,2023,12,36.0,Female,112388.0,2023-12-24 19:16:58+03:00,224.23,154.48,True,False
102,2023,6,40.0,Male,42137.0,2023-06-04 19:16:58+03:00,290.19,278.01,False,True
102,2023,7,40.0,Male,42137.0,2023-07-31 19:16:58+03:00,278.01,1478.88,False,True
102,2023,8,40.0,Male,42137.0,2023-08-05 19:16:58+03:00,1478.88,23.66,False,True
102,2024,4,40.0,Male,42137.0,2024-04-03 19:16:58+03:00,23.66,147.15,False,True
103,2023,8,24.0,Female,81669.0,2023-08-01 19:16:58+03:00,608.45,52.78,True,False
103,2023,11,24.0,Female,81669.0,2023-11-28 19:16:58+03:00,52.78,557.23,True,False
104,2023,9,72.0,Male,114749.0,2023-09-15 19:16:58+03:00,989.37,1990.45,False,True
105,2023,6,35.0,Female,38285.0,2023-06-07 19:16:58+03:00,889.01,893.01,True,False
105,2023,9,35.0,Female,38285.0,2023-09-27 19:16:58+03:00,893.01,34.46,True,False
105,2023,12,35.0,Female,38285.0,2023-12-03 19:16:58+03:00,34.46,913.63,True,False
105,2024,1,35.0,Female,38285.0,2024-01-14 19:16:58+03:00,913.63,228.76,True,False
105,2024,2,35.0,Female,38285.0,2024-02-13 19:16:58+03:00,228.76,1582.1399999999999,True,False
105,2024,3,35.0,Female,38285.0,2024-03-29 19:16:58+03:00,1582.1399999999999,638.81,True,False
106,2023,8,18.0,Female,74499.0,2023-08-04 19:16:58+03:00,141.05,708.27,True,False
106,2023,11,18.0,Female,74499.0,2023-11-09 19:16:58+03:00,708.27,1477.12,True,False
106,2023,12,18.0,Female,74499.0,2023-12-28 19:16:58+03:00,1477.12,1089.69,True,False
107,2023,8,55.0,Female,71843.0,2023-08-18 19:16:58+03:00,133.27,240.47,True,False
107,2023,9,55.0,Female,71843.0,2023-09-08 19:16:58+03:00,240.47,113.93,True,False
108,2023,6,32.0,Male,99827.0,2023-06-14 19:16:58+03:00,1129.15,632.91,False,True
108,2024,1,32.0,Male,99827.0,2024-01-26 19:16:58+03:00,632.91,260.48,False,True
109,2023,6,37.0,Male,124111.0,2023-06-05 19:16:58+03:00,1317.93,263.18,False,True
109,2023,8,37.0,Male,124111.0,2023-08-17 19:16:58+03:00,263.18,1351.6100000000001,False,True
109,2023,10,37.0,Male,124111.0,2023-10-21 19:16:58+03:00,1351.6100000000001,1063.49,False,True
109,2024,2,37.0,Male,124111.0,2024-02-21 19:16:58+03:00,1063.49,1143.49,False,True
109,2024,3,37.0,Male,124111.0,2024-03-07 19:16:58+03:00,1143.49,490.09,False,True
110,2023,6,58.0,Male,30321.0,2023-06-11 19:16:58+03:00,1252.6100000000001,1029.99,False,True
110,2023,7,58.0,Male,30321.0,2023-07-21 19:16:58+03:00,1029.99,313.22,False,True
