customer_id,purchase_year,purchase_month,age,gender,annual_income,purchase_date,purchase_amount,next_month_purchase_amount,gender_Female,gender_Male,Recency,Frequency,Monetary
21,2023,6,31.0,Male,104607.0,2023-06-01 19:16:58+03:00,81.12,1231.53,False,True,27,6,4615.94
21,2023,7,31.0,Male,104607.0,2023-07-09 19:16:58+03:00,1231.53,343.89,False,True,27,6,4615.94
21,2023,9,31.0,Male,104607.0,2023-09-11 19:16:58+03:00,343.89,1098.82,False,True,27,6,4615.94
21,2024,1,31.0,Male,104607.0,2024-01-17 19:16:58+03:00,1098.82,1600.25,False,True,27,6,4615.94
21,2024,3,31.0,Male,104607.0,2024-03-02 19:16:58+03:00,1600.25,260.33,False,True,27,6,4615.94
22,2023,12,29.0,Male,71216.0,2023-12-14 19:16:58+03:00,500.45,1014.96,False,True,33,3,2283.19
22,2024,1,29.0,Male,71216.0,2024-01-23 19:16:58+03:00,1014.96,767.78,False,True,33,3,2283.19
24,2023,5,33.0,Female,125093.0,2023-05-27 19:16:58+03:00,1212.78,882.27,True,False,43,6,3997.71
24,2023,9,33.0,Female,125093.0,2023-09-25 19:16:58+03:00,882.27,252.36,True,False,43,6,3997.71
24,2023,11,33.0,Female,125093.0,2023-11-11 19:16:58+03:00,252.36,509.89,True,False,43,6,3997.71
24,2024,1,33.0,Female,125093.0,2024-01-27 19:16:58+03:00,509.89,883.49,True,False,43,6,3997.71
24,2024,3,33.0,Female,125093.0,2024-03-03 19:16:58+03:00,883.49,256.92,True,False,43,6,3997.71
27,2023,9,37.0,Female,126235.0,2023-09-16 19:16:58+03:00,1637.19,245.95999999999998,True,False,14,4,3031.84
27,2023,11,37.0,Female,126235.0,2023-11-07 19:16:58+03:00,245.95999999999998,492.95,True,False,14,4,3031.84
27,2024,2,37.0,Female,126235.0,2024-02-18 19:16:58+03:00,492.95,655.74,True,False,14,4,3031.84
29,2023,7,43.0,Female,112259.0,2023-07-26 19:16:58+03:00,284.28,1170.01,True,False,131,3,1844.62
29,2023,8,43.0,Female,112259.0,2023-08-21 19:16:58+03:00,1170.01,390.33,True,False,131,3,1844.62
30,2023,10,18.0,Male,75824.0,2023-10-06 19:16:58+03:00,331.19,912.07,False,True,16,4,2503.1400000000003
30,2023,11,18.0,Male,75824.0,2023-11-06 19:16:58+03:00,912.07,482.59,False,True,16,4,2503.1400000000003
30,2024,4,18.0,Male,75824.0,2024-04-18 19:16:58+03:00,482.59,777.29,False,True,16,4,2503.1400000000003
31,2023,6,35.0,Female,83818.0,2023-06-25 19:16:58+03:00,123.02,778.87,True,False,109,7,3749.65
31,2023,7,35.0,Female,83818.0,2023-07-12 19:16:58+03:00,778.87,152.44,True,False,109,7,3749.65
31,2023,8,35.0,Female,83818.0,2023-08-06 19:16:58+03:00,152.44,686.74,True,False,109,7,3749.65
31,2023,11,35.0,Female,83818.0,2023-11-04 19:16:58+03:00,686.74,78.45,True,False,109,7,3749.65
31,2023,12,35.0,Female,83818.0,2023-12-24 19:16:58+03:00,78.45,989.21,True,False,109,7,3749.65
31,2024,1,35.0,Female,83818.0,2024-01-27 19:16:58+03:00,989.21,940.92,True,False,109,7,3749.65
32,2023,10,38.0,Male,126028.0,2023-10-19 19:16:58+03:00,569.29,1318.92,False,True,26,2,1888.21
33,2023,7,20.0,Female,42283.0,2023-07-22 19:16:58+03:00,84.14,555.45,True,False,29,4,1473.23
33,2023,8,20.0,Female,42283.0,2023-08-02 19:16:58+03:00,555.45,530.33,True,False,29,4,1473.23
33,2023,10,20.0,Female,42283.0,2023-10-15 19:16:58+03:00,530.33,303.31,True,False,29,4,1473.23
34,2023,12,25.0,Female,70145.0,2023-12-18 19:16:58+03:00,859.29,144.53,True,False,76,3,1314.65
34,2024,1,25.0,Female,70145.0,2024-01-31 19:16:58+03:00,144.53,310.83,True,False,76,3,1314.65
35,2023,6,28.0,Female,103442.0,2023-06-14 19:16:58+03:00,1072.83,1776.3400000000001,True,False,24,5,5642.780000000001
35,2023,7,28.0,Female,103442.0,2023-07-13 19:16:58+03:00,1776.3400000000001,1683.1000000000001,True,False,24,5,5642.780000000001
35,2023,8,28.0,Female,103442.0,2023-08-25 19:16:58+03:00,1683.1000000000001,1036.63,True,False,24,5,5642.780000000001
35,2023,12,28.0,Female,103442.0,2023-12-20 19:16:58+03:00,1036.63,73.88,True,False,24,5,5642.780000000001
36,2023,7,27.0,Female,79416.0,2023-07-08 19:16:58+03:00,840.47,1043.55,True,False,65,4,3041.19
36,2023,9,27.0,Female,79416.0,2023-09-13 19:16:58+03:00,1043.55,597.07,True,False,65,4,3041.19
36,2023,12,27.0,Female,79416.0,2023-12-06 19:16:58+03:00,597.07,560.1,True,False,65,4,3041.19
37,2023,9,22.0,Male,86243.0,2023-09-26 19:16:58+03:00,1680.85,1033.65,False,True,31,6,4611.32
37,2023,11,22.0,Male,86243.0,2023-11-22 19:16:58+03:00,1033.65,545.09,False,True,31,6,4611.32
37,2024,1,22.0,Male,86243.0,2024-01-31 19:16:58+03:00,545.09,95.98,False,True,31,6,4611.32
37,2024,2,22.0,Male,86243.0,2024-02-29 19:16:58+03:00,95.98,206.87,False,True,31,6,4611.32
37,2024,3,22.0,Male,86243.0,2024-03-16 19:16:58+03:00,206.87,1048.8799999999999,False,True,31,6,4611.32
40,2023,6,54.0,Male,125039.0,2023-06-16 19:16:58+03:00,462.63,1215.41,False,True,112,4,3528.1400000000003
40,2023,10,54.0,Male,125039.0,2023-10-12 19:16:58+03:00,1215.41,935.91,False,True,112,4,3528.1400000000003
40,2023,11,54.0,Male,125039.0,2023-11-02 19:16:58+03:00,935.91,914.19,False,True,112,4,3528.1400000000003
41,2023,6,21.0,Female,65791.0,2023-06-26 19:16:58+03:00,333.18,945.51,True,False,43,5,1932.6
41,2023,8,21.0,Female,65791.0,2023-08-27 19:16:58+03:00,945.51,216.4,True,False,43,5,1932.6
41,2023,12,21.0,Female,65791.0,2023-12-07 19:16:58+03:00,216.4,161.07,True,False,43,5,1932.6
41,2024,2,21.0,Female,65791.0,2024-02-15 19:16:58+03:00,161.07,276.44,True,False,43,5,1932.6
42,2024,2,36.0,Female,116509.0,2024-02-13 19:16:58+03:00,794.08,724.25,True,False,74,2,1518.33
45,2023,7,48.0,Male,117824.0,2023-07-29 19:16:58+03:00,262.22,717.72,False,True,148,3,1474.53
45,2023,11,48.0,Male,117824.0,2023-11-11 19:16:58+03:00,717.72,494.59,False,True,148,3,1474.53
47,2023,8,28.0,Female,99032.0,2023-08-12 19:16:58+03:00,120.26,106.15,True,False,128,4,1598.63
47,2023,10,28.0,Female,99032.0,2023-10-26 19:16:58+03:00,106.15,1132.43,True,False,128,4,1598.63
47,2023,12,28.0,Female,99032.0,2023-12-09 19:16:58+03:00,1132.43,239.79,True,False,128,4,1598.63
47,2024,1,28.0,Female,99032.0,2024-01-16 19:16:58+03:00,239.79,2066.7799999999997,True,False,128,4,1598.63
50,2023,12,20.0,Female,127834.0,2023-12-05 19:16:58+03:00,1091.63,843.66,True,False,119,2,1935.29
51,2023,6,29.0,Female,39490.0,2023-06-14 19:16:58+03:00,175.57,39.42,True,False,2,5,1671.55
51,2023,7,29.0,Female,39490.0,2023-07-25 19:16:58+03:00,39.42,266.42,True,False,2,5,1671.55
51,2023,8,29.0,Female,39490.0,2023-08-22 19:16:58+03:00,266.42,217.59,True,False,2,5,1671.55
51,2024,2,29.0,Female,39490.0,2024-02-17 19:16:58+03:00,217.59,972.55,True,False,2,5,1671.55
52,2023,8,26.0,Female,63634.0,2023-08-05 19:16:58+03:00,685.83,28.84,True,False,98,3,920.0
52,2023,12,26.0,Female,63634.0,2023-12-03 19:16:58+03:00,28.84,205.33,True,False,98,3,920.0
53,2023,6,28.0,Male,93679.0,2023-06-30 19:16:58+03:00,268.97,499.71,False,True,34,8,5620.16
53,2023,8,28.0,Male,93679.0,2023-08-02 19:16:58+03:00,499.71,701.24,False,True,34,8,5620.16
53,2023,9,28.0,Male,93679.0,2023-09-26 19:16:58+03:00,701.24,730.67,False,True,34,8,5620.16
53,2023,11,28.0,Male,93679.0,2023-11-06 19:16:58+03:00,730.67,1104.08,False,True,34,8,5620.16
53,2023,12,28.0,Male,93679.0,2023-12-08 19:16:58+03:00,1104.08,853.55,False,True,34,8,5620.16
53,2024,1,28.0,Male,93679.0,2024-01-01 19:16:58+03:00,853.55,877.03,False,True,34,8,5620.16
53,2024,3,28.0,Male,93679.0,2024-03-13 19:16:58+03:00,877.03,584.91,False,True,34,8,5620.16
54,2023,5,30.0,Male,105576.0,2023-05-25 19:16:58+03:00,1137.66,164.91,False,True,58,4,2902.65
54,2023,7,30.0,Male,105576.0,2023-07-19 19:16:58+03:00,164.91,968.95,False,True,58,4,2902.65
54,2024,2,30.0,Male,105576.0,2024-02-03 19:16:58+03:00,968.95,631.13,False,True,58,4,2902.65
55,2023,10,44.0,Female,124185.0,2023-10-11 19:16:58+03:00,871.25,1036.75,True,False,41,3,3064.05
55,2023,11,44.0,Female,124185.0,2023-11-25 19:16:58+03:00,1036.75,1156.05,True,False,41,3,3064.05
57,2023,9,32.0,Male,100664.0,2023-09-10 19:16:58+03:00,1119.68,934.9200000000001,False,True,46,5,4589.49
57,2023,10,32.0,Male,100664.0,2023-10-29 19:16:58+03:00,934.9200000000001,781.56,False,True,46,5,4589.49
57,2024,2,32.0,Male,100664.0,2024-02-20 19:16:58+03:00,781.56,984.21,False,True,46,5,4589.49
57,2024,3,32.0,Male,100664.0,2024-03-29 19:16:58+03:00,984.21,769.12,False,True,46,5,4589.49
58,2023,7,19.0,Female,49712.0,2023-07-30 19:16:58+03:00,1554.73,48.66,True,False,103,4,2495.26
58,2023,8,19.0,Female,49712.0,2023-08-01 19:16:58+03:00,48.66,802.22,True,False,103,4,2495.26
58,2023,12,19.0,Female,49712.0,2023-12-10 19:16:58+03:00,802.22,89.65,True,False,103,4,2495.26
59,2023,7,28.0,Female,40646.0,2023-07-29 19:16:58+03:00,825.64,359.47,True,False,13,3,2381.19
59,2023,9,28.0,Female,40646.0,2023-09-21 19:16:58+03:00,359.47,1196.08,True,False,13,3,2381.19
62,2023,7,35.0,Female,95624.0,2023-07-17 19:16:58+03:00,139.52,520.18,True,False,75,2,659.6999999999999
63,2023,7,66.0,Female,127963.0,2023-07-09 19:16:58+03:00,594.67,2569.43,True,False,71,4,2627.89
63,2024,1,66.0,Female,127963.0,2024-01-19 19:16:58+03:00,734.3,616.71,True,False,71,4,2627.89
63,2024,2,66.0,Female,127963.0,2024-02-25 19:16:58+03:00,616.71,682.2099999999999,True,False,71,4,2627.89
64,2023,5,21.0,Female,101435.0,2023-05-25 19:16:58+03:00,1099.97,1140.75,True,False,115,4,4060.46
64,2023,6,21.0,Female,101435.0,2023-06-29 19:16:58+03:00,1140.75,918.89,True,False,115,4,4060.46
64,2023,12,21.0,Female,101435.0,2023-12-21 19:16:58+03:00,918.89,900.85,True,False,115,4,4060.46
65,2023,7,34.0,Male,99339.0,2023-07-08 19:16:58+03:00,224.33,514.95,False,True,2,6,3947.84
65,2023,9,34.0,Male,99339.0,2023-09-13 19:16:58+03:00,514.95,375.18,False,True,2,6,3947.84
65,2023,10,34.0,Male,99339.0,2023-10-23 19:16:58+03:00,375.18,1035.12,False,True,2,6,3947.84
65,2023,11,34.0,Male,99339.0,2023-11-13 19:16:58+03:00,1035.12,941.29,False,True,2,6,3947.84
65,2024,1,34.0,Male,99339.0,2024-01-03 19:16:58+03:00,941.29,856.97,False,True,2,6,3947.84
66,2023,9,38.0,Female,83444.0,2023-09-12 19:16:58+03:00,116.13,840.73,True,False,16,5,3497.5
66,2023,10,38.0,Female,83444.0,2023-10-08 19:16:58+03:00,840.73,673.09,True,False,16,5,3497.5
66,2024,1,38.0,Female,83444.0,2024-01-07 19:16:58+03:00,673.09,1431.85,True,False,16,5,3497.5
66,2024,4,38.0,Female,83444.0,2024-04-09 19:16:58+03:00,1431.85,435.7,True,False,16,5,3497.5
67,2023,6,41.0,Female,115979.0,2023-06-21 19:16:58+03:00,1392.52,592.11,True,False,46,8,5914.849999999999
67,2023,7,41.0,Female,115979.0,2023-07-23 19:16:58+03:00,592.11,649.49,True,False,46,8,5914.849999999999
67,2023,9,41.0,Female,115979.0,2023-09-09 19:16:58+03:00,649.49,798.3299999999999,True,False,46,8,5914.849999999999
67,2023,11,41.0,Female,115979.0,2023-11-10 19:16:58+03:00,798.3299999999999,875.89,True,False,46,8,5914.849999999999
67,2023,12,41.0,Female,115979.0,2023-12-14 19:16:58+03:00,875.89,126.11,True,False,46,8,5914.849999999999
67,2024,2,41.0,Female,115979.0,2024-02-09 19:16:58+03:00,126.11,1459.04,True,False,46,8,5914.849999999999
67,2024,3,41.0,Female,115979.0,2024-03-01 19:16:58+03:00,1459.04,21.36,True,False,46,8,5914.849999999999
68,2023,11,35.0,Male,77582.0,2023-11-10 19:16:58+03:00,1082.22,699.09,False,True,51,6,5319.97
68,2023,12,35.0,Male,77582.0,2023-12-21 19:16:58+03:00,699.09,449.04,False,True,51,6,5319.97
68,2024,1,35.0,Male,77582.0,2024-01-05 19:16:58+03:00,449.04,908.65,False,True,51,6,5319.97
68,2024,2,35.0,Male,77582.0,2024-02-23 19:16:58+03:00,908.65,400.19,False,True,51,6,5319.97
68,2024,3,35.0,Male,77582.0,2024-03-03 19:16:58+03:00,400.19,1780.7800000000002,False,True,51,6,5319.97
70,2023,7,54.0,Male,101952.0,2023-07-24 19:16:58+03:00,496.45,774.43,False,True,28,7,5360.47
70,2023,8,54.0,Male,101952.0,2023-08-09 19:16:58+03:00,774.43,853.1,False,True,28,7,5360.47
70,2023,9,54.0,Male,101952.0,2023-09-06 19:16:58+03:00,853.1,671.1700000000001,False,True,28,7,5360.47
70,2023,10,54.0,Male,101952.0,2023-10-31 19:16:58+03:00,671.1700000000001,800.03,False,True,28,7,5360.47
70,2023,11,54.0,Male,101952.0,2023-11-12 19:16:58+03:00,800.03,759.04,False,True,28,7,5360.47
70,2023,12,54.0,Male,101952.0,2023-12-14 19:16:58+03:00,759.04,1006.25,False,True,28,7,5360.47
72,2023,7,69.0,Male,127559.0,2023-07-28 19:16:58+03:00,484.13,461.42,False,True,120,3,1028.75
72,2023,9,69.0,Male,127559.0,2023-09-30 19:16:58+03:00,461.42,83.19999999999999,False,True,120,3,1028.75
74,2023,7,61.0,Female,80461.0,2023-07-23 19:16:58+03:00,1046.61,663.27,True,False,29,4,3105.17
74,2024,2,61.0,Female,80461.0,2024-02-25 19:16:58+03:00,663.27,1119.39,True,False,29,4,3105.17
74,2024,3,61.0,Female,80461.0,2024-03-08 19:16:58+03:00,1119.39,275.9,True,False,29,4,3105.17
75,2023,8,40.0,Female,121120.0,2023-08-29 19:16:58+03:00,821.22,1739.52,True,False,89,3,3249.27
75,2023,12,40.0,Female,121120.0,2023-12-17 19:16:58+03:00,1739.52,688.53,True,False,89,3,3249.27
76,2023,9,37.0,Female,119456.0,2023-09-24 19:16:58+03:00,794.14,2017.3700000000001,True,False,25,2,1374.73
80,2023,6,29.0,Female,88440.0,2023-06-17 19:16:58+03:00,77.7,352.77,True,False,65,5,2097.16
80,2023,9,29.0,Female,88440.0,2023-09-21 19:16:58+03:00,352.77,746.16,True,False,65,5,2097.16
80,2023,11,29.0,Female,88440.0,2023-11-15 19:16:58+03:00,746.16,332.1,True,False,65,5,2097.16
80,2024,1,29.0,Female,88440.0,2024-01-24 19:16:58+03:00,332.1,588.43,True,False,65,5,2097.16
83,2023,9,21.0,Male,39748.0,2023-09-13 19:16:58+03:00,463.34,232.38,False,True,50,3,1451.82
83,2023,10,21.0,Male,39748.0,2023-10-01 19:16:58+03:00,232.38,756.1,False,True,50,3,1451.82
86,2023,12,39.0,Male,117820.0,2023-12-29 19:16:58+03:00,952.02,265.8,False,True,2,4,2430.04
86,2024,1,39.0,Male,117820.0,2024-01-04 19:16:58+03:00,265.8,1182.54,False,True,2,4,2430.04
86,2024,3,39.0,Male,117820.0,2024-03-29 19:16:58+03:00,1182.54,29.68,False,True,2,4,2430.04
88,2023,10,26.0,Female,83284.0,2023-10-21 19:16:58+03:00,412.43,291.48,True,False,55,6,4532.48
88,2023,11,26.0,Female,83284.0,2023-11-28 19:16:58+03:00,291.48,1936.75,True,False,55,6,4532.48
88,2023,12,26.0,Female,83284.0,2023-12-17 19:16:58+03:00,1936.75,757.28,True,False,55,6,4532.48
88,2024,1,26.0,Female,83284.0,2024-01-28 19:16:58+03:00,757.28,826.55,True,False,55,6,4532.48
88,2024,2,26.0,Female,83284.0,2024-02-19 19:16:58+03:00,826.55,307.99,True,False,55,6,4532.48
89,2023,7,21.0,Female,98031.0,2023-07-07 19:16:58+03:00,1379.7400000000002,381.08,True,False,101,4,3594.1000000000004
89,2023,9,21.0,Female,98031.0,2023-09-09 19:16:58+03:00,381.08,897.8,True,False,101,4,3594.1000000000004
89,2023,10,21.0,Female,98031.0,2023-10-10 19:16:58+03:00,897.8,935.48,True,False,101,4,3594.1000000000004
90,2023,8,23.0,Female,43926.0,2023-08-06 19:16:58+03:00,651.85,489.04,True,False,82,6,3546.08
90,2023,9,23.0,Female,43926.0,2023-09-11 19:16:58+03:00,489.04,1474.33,True,False,82,6,3546.08
90,2023,11,23.0,Female,43926.0,2023-11-01 19:16:58+03:00,1474.33,282.11,True,False,82,6,3546.08
90,2023,12,23.0,Female,43926.0,2023-12-11 19:16:58+03:00,282.11,388.03,True,False,82,6,3546.08
90,2024,1,23.0,Female,43926.0,2024-01-03 19:16:58+03:00,388.03,260.72,True,False,82,6,3546.08
92,2023,8,36.0,Female,119384.0,2023-08-17 19:16:58+03:00,1991.29,986.35,True,False,81,5,5727.69
92,2023,10,36.0,Female,119384.0,2023-10-19 19:16:58+03:00,986.35,60.72,True,False,81,5,5727.69
92,2023,12,36.0,Female,119384.0,2023-12-29 19:16:58+03:00,60.72,1147.54,True,False,81,5,5727.69
92,2024,2,36.0,Female,119384.0,2024-02-09 19:16:58+03:00,1147.54,1541.79,True,False,81,5,5727.69
94,2023,6,28.0,Male,67378.0,2023-06-17 19:16:58+03:00,96.15,508.17,False,True,71,4,2023.18
94,2023,10,28.0,Male,67378.0,2023-10-08 19:16:58+03:00,508.17,433.36,False,True,71,4,2023.18
94,2024,2,28.0,Male,67378.0,2024-02-03 19:16:58+03:00,433.36,985.5,False,True,71,4,2023.18
95,2023,6,24.0,Female,44166.0,2023-06-23 19:16:58+03:00,354.73,874.75,True,False,161,2,1229.48
96,2023,8,21.0,Female,94983.0,2023-08-04 19:16:58+03:00,89.49,304.07,True,False,152,3,680.38
96,2023,10,21.0,Female,94983.0,2023-10-27 19:16:58+03:00,304.07,286.82,True,False,152,3,680.38
97,2023,6,52.0,Female,70321.0,2023-06-29 19:16:58+03:00,861.19,645.37,True,False,116,3,2212.69
97,2023,11,52.0,Female,70321.0,2023-11-05 19:16:58+03:00,645.37,706.13,True,False,116,3,2212.69
98,2023,11,18.0,Female,50873.0,2023-11-22 19:16:58+03:00,412.14,128.93,True,False,62,3,1100.91
98,2024,1,18.0,Female,50873.0,2024-01-28 19:16:58+03:00,128.93,559.84,True,False,62,3,1100.91
99,2023,5,25.0,Male,68441.0,2023-05-24 19:16:58+03:00,278.85,930.49,False,True,126,4,2785.54
99,2023,8,25.0,Male,68441.0,2023-08-01 19:16:58+03:00,930.49,643.2,False,True,126,4,2785.54
99,2023,10,25.0,Male,68441.0,2023-10-09 19:16:58+03:00,643.2,933.0,False,True,126,4,2785.54
100,2023,9,34.0,Female,87554.0,2023-09-26 19:16:58+03:00,1450.46,947.92,True,False,42,4,4310.36
100,2023,11,34.0,Female,87554.0,2023-11-12 19:16:58+03:00,947.92,1119.95,True,False,42,4,4310.36
100,2024,1,34.0,Female,87554.0,2024-01-30 19:16:58+03:00,1119.95,792.03,True,False,42,4,4310.36
101,2023,6,36.0,Female,112388.0,2023-06-01 19:16:58+03:00,1331.77,181.78,True,False,72,5,1939.03
101,2023,8,36.0,Female,112388.0,2023-08-20 19:16:58+03:00,181.78,46.77,True,False,72,5,1939.03
101,2023,9,36.0,Female,112388.0,2023-09-11 19:16:58+03:00,46.77,2313.96,True,False,72,5,1939.03
101,2023,12,36.0,Female,112388.0,2023-12-24 19:16:58+03:00,224.23,154.48,True,False,72,5,1939.03
102,2023,6,40.0,Male,42137.0,2023-06-04 19:16:58+03:00,290.19,278.01,False,True,17,5,2217.8900000000003
102,2023,7,40.0,Male,42137.0,2023-07-31 19:16:58+03:00,278.01,1478.88,False,True,17,5,2217.8900000000003
102,2023,8,40.0,Male,42137.0,2023-08-05 19:16:58+03:00,1478.88,23.66,False,True,17,5,2217.8900000000003
102,2024,4,40.0,Male,42137.0,2024-04-03 19:16:58+03:00,23.66,147.15,False,True,17,5,2217.8900000000003
103,2023,8,24.0,Female,81669.0,2023-08-01 19:16:58+03:00,608.45,52.78,True,False,86,3,1218.46
103,2023,11,24.0,Female,81669.0,2023-11-28 19:16:58+03:00,52.78,557.23,True,False,86,3,1218.46
105,2023,6,35.0,Female,38285.0,2023-06-07 19:16:58+03:00,889.01,893.01,True,False,2,7,5179.82
105,2023,9,35.0,Female,38285.0,2023-09-27 19:16:58+03:00,893.01,34.46,True,False,2,7,5179.82
105,2023,12,35.0,Female,38285.0,2023-12-03 19:16:58+03:00,34.46,913.63,True,False,2,7,5179.82
105,2024,1,35.0,Female,38285.0,2024-01-14 19:16:58+03:00,913.63,228.76,True,False,2,7,5179.82
105,2024,2,35.0,Female,38285.0,2024-02-13 19:16:58+03:00,228.76,1582.1399999999999,True,False,2,7,5179.82
105,2024,3,35.0,Female,38285.0,2024-03-29 19:16:58+03:00,1582.1399999999999,638.81,True,False,2,7,5179.82
106,2023,8,18.0,Female,74499.0,2023-08-04 19:16:58+03:00,141.05,708.27,True,False,50,4,3416.13
106,2023,11,18.0,Female,74499.0,2023-11-09 19:16:58+03:00,708.27,1477.12,True,False,50,4,3416.13
106,2023,12,18.0,Female,74499.0,2023-12-28 19:16:58+03:00,1477.12,1089.69,True,False,50,4,3416.13
107,2023,8,55.0,Female,71843.0,2023-08-18 19:16:58+03:00,133.27,240.47,True,False,94,3,487.67
107,2023,9,55.0,Female,71843.0,2023-09-08 19:16:58+03:00,240.47,113.93,True,False,94,3,487.67
108,2023,6,32.0,Male,99827.0,2023-06-14 19:16:58+03:00,1129.15,632.91,False,True,37,3,2022.54
108,2024,1,32.0,Male,99827.0,2024-01-26 19:16:58+03:00,632.91,260.48,False,True,37,3,2022.54
